userWallet,credit_score,risk_category,total_transactions,unique_assets,days_active,repay_to_borrow_ratio,deposit_to_borrow_ratio,has_borrowed,has_repaid,has_been_liquidated,total_volume_usd,liquidation_ratio
0x000006eee6e39015cb523aebdd4d0b1855aba682,824,Very Low Risk,28,7,41.2944212962963,0.25,2.75,1,1,1,1.3913863045762613e+23,0.10714285714285714
0x00000a9c78912badb92d73b6ed26456e11def5eb,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1692754.3127773313,0.0
0x00001bc47f0973f794f79c16121cee879e272d6a,678,Low Risk,4,2,47.00429398148148,0.0,0.0,0,0,0,53501440123.14356,0.0
0x00002b503a75998c97508916a74fdb41934fa030,977,Excellent,147,7,125.32153935185185,0.9574468085106383,0.574468085106383,1,1,0,4.916297965137643e+24,0.0
0x0000897253cc85f7547317eb2080b36b3255687a,625,Low Risk,2,1,3.5146064814814815,0.0,1.0,0,0,0,9.317181620951547e+20,0.0
0x0000b252c943089fbba5554a1d196ef79bc77e4f,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1116218.296466259,0.0
0x0000ce08fa224696a819877070bf378e8b131acf,521,Low Risk,14,4,75.77993055555555,0.0,3.0,1,0,0,2.752414713056827e+21,0.0
0x00010a708585ba4812a1c5976182626c75cb7a6b,976,Excellent,29,6,79.51586805555556,1.1666666666666667,1.5,1,1,0,1.7701762219701174e+21,0.0
0x00016fc0c9f7620e920e1423fd455f9574f48025,632,Low Risk,2,1,1.6416782407407406,0.0,2.0,0,0,0,3.145759276004647e+18,0.0
0x0002761e848b24046a53d494847b11a3e1d36b09,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.0022621744374797e+18,0.0
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,565,Low Risk,2,1,7.143796296296296,0.0,2.0,0,0,0,1011250.6095471126,0.0
0x0003816b25fd3d6c112eb65c089760fa3f791947,742,Very Low Risk,4,2,0.001712962962962963,1.0,1.0,1,1,0,2.0134714836900525e+22,0.0
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,554,Low Risk,37,6,100.84355324074075,0.0,2.4,1,0,0,5.5188052436019374e+20,0.0
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,542,Low Risk,2,1,0.0009722222222222222,0.0,1.0,0,0,0,2098987308.1803522,0.0
0x0003f46779806fe779e7f30eec95dbdb4d45840b,879,Very Low Risk,24,2,82.84640046296296,0.8333333333333334,1.3333333333333333,1,1,0,7156162418.178755,0.0
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,738,Very Low Risk,10,2,82.02820601851852,0.3333333333333333,0.6666666666666666,1,1,0,3378865539.1903796,0.0
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,299,High Risk,2,2,0.0024189814814814816,0.0,1.0,1,0,0,2.7417593619495214e+21,0.0
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,750,Very Low Risk,6,1,0.0043518518518518515,1.0,2.0,1,1,0,1.160979391772614e+20,0.0
0x0005696d4be2359526c497fe4a4c0620b41f2426,790,Very Low Risk,7,4,0.6429861111111111,1.0,1.0,1,1,0,1.5855481550360758e+21,0.0
0x000660cad76200a2e326f53e033919905e6c50f5,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1064852.5755563297,0.0
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.1536765310394422e+18,0.0
0x00080000158a9930aeb508823103b0a977161c47,584,Low Risk,2,1,9.988402777777777,0.0,2.0,0,0,0,2.617513598912143e+18,0.0
0x00099b1263c22ae2ce0a52624cef2a012e751970,627,Low Risk,2,1,7.811921296296297,0.0,2.0,0,0,0,1.0581473433072287e+18,0.0
0x0009ce45d5df78e632a0b4987079432dfba2253a,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,3.244684715600005e+16,0.0
0x000a27ba176083e4b50177378cbe7469a00dd557,881,Very Low Risk,12,2,33.186087962962965,1.0,2.0,1,1,0,875371510.9244683,0.0
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,868,Very Low Risk,43,5,25.913368055555555,0.625,2.25,1,1,0,5.214410798787074e+22,0.0
0x000ab43e658935ba39504a1424b01756c1e9644c,221,High Risk,2,1,0.0005092592592592592,0.0,1.0,1,0,0,1.2501761732178365e+17,0.0
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,944,Excellent,77,8,123.26833333333333,0.0,49.0,0,0,0,6.214800187456193e+20,0.0
0x000c8e2871750f458bf1de8ab528dda09bc95db6,743,Very Low Risk,4,2,0.0006944444444444445,1.0,1.0,1,1,0,1.5694711530185957e+22,0.0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,928,Excellent,71,4,66.14396990740741,0.85,1.0,1,1,0,3.619680607672737e+20,0.0
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,843,Very Low Risk,6,2,30.66425925925926,1.0,4.0,1,1,0,2.8210563760258567e+20,0.0
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1218108806215370.5,0.0
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.3920558505203291e+17,0.0
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,776,Very Low Risk,8,3,80.57099537037037,0.6666666666666666,0.3333333333333333,1,1,0,7.604061861672238e+20,0.0
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,748,Very Low Risk,8,2,20.31818287037037,0.0,6.0,0,0,0,1.0409410810581128e+22,0.0
0x000e840a3122ec28d0c29321db172375cb049762,824,Very Low Risk,10,2,26.296134259259258,1.0,2.5,1,1,0,7.001900836899825e+20,0.0
0x000e9bd1d42999446d60ff60f1fb3afb13604202,672,Low Risk,22,3,1.9734722222222223,0.6666666666666666,1.3333333333333333,1,1,0,1.0756333303618222e+20,0.0
0x000eab293e332bd6e67018a9150e8807bfac3233,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.0972547606004869e+18,0.0
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,659,Low Risk,2,2,15.675266203703703,0.0,1.0,0,0,0,1.848662507187167e+20,0.0
0x000f4432a40560bbff1b581a8b7aded8dab80026,798,Very Low Risk,25,4,18.144305555555555,0.5,1.1666666666666667,1,1,0,6.687815264808566e+22,0.0
0x000f7f22bfc28d940d4b68e13213ab17cf107790,750,Very Low Risk,73,5,2.827002314814815,0.6842105263157895,1.368421052631579,1,1,0,1.504917014979466e+26,0.0
0x000f908720f9ce164d90f4fc89459fab4442907f,671,Low Risk,96,2,1.3537152777777777,0.5666666666666667,1.0666666666666667,1,1,0,4.652763195628202e+21,0.0
0x000fbfec300959d0f2f327728a889c1f5de8e2df,811,Very Low Risk,8,2,8.035497685185184,1.0,3.0,1,1,0,1.2212844026606673e+21,0.0
0x0011730224657eb527cf736039854c3a3f140e63,744,Very Low Risk,4,2,0.0015972222222222223,1.0,1.0,1,1,0,4.5040535786901843e+21,0.0
0x00120ea6fdbaf057eadc1bd149f957488444e92c,750,Very Low Risk,4,2,0.05458333333333333,1.0,2.0,1,1,0,2.6112589171173923e+20,0.0
0x0012668072f7e0579caf7e047713d8b6d476d0db,636,Low Risk,2,1,2.7753703703703705,0.0,2.0,0,0,0,2.2961814875215222e+18,0.0
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,1000,Excellent,231,7,62.002928240740744,3.875,4.208333333333333,1,1,1,2.810162514447535e+22,0.008658008658008658
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,427,Medium Risk,1,1,0.0,0.0,0.0,0,0,0,9.90129887747656e+18,0.0
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,2.0424043145808835e+17,0.0
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,583,Low Risk,2,1,6.0942592592592595,0.0,2.0,0,0,0,2435337.7818598244,0.0
0x0014dfac19477a83d7354e6eaac28642c1959398,974,Excellent,36,3,30.192581018518517,1.5,1.6666666666666667,1,1,0,1.6955739131985817e+23,0.0
0x001589fe1923c2118f34e4277f2ef650fcbf0161,624,Low Risk,30,5,132.77488425925927,0.0,9.5,1,0,0,7.354631136826289e+21,0.0
0x00159370cbe576b765a7fb2e78582e0cb563d445,461,Medium Risk,19,5,20.828761574074075,0.0,1.4285714285714286,1,0,0,5.890549265381776e+21,0.0
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,603,Low Risk,2,1,0.02034722222222222,0.0,1.0,0,0,0,28274280.80284267,0.0
0x0016469a65facda9e86fd0ae0e9661128843c224,224,High Risk,2,1,0.0,0.0,1.0,1,0,0,2.5344644512204976e+16,0.0
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,2.0245672002376755e+17,0.0
0x00183135585d70a523d61b2e43037a7138b36906,937,Excellent,54,6,57.14190972222222,0.7692307692307693,1.1538461538461537,1,1,0,7.950981188305158e+21,0.0
0x00184e8aa1e95f491f2d9601e12b540092160ded,739,Very Low Risk,4,2,0.0008333333333333334,1.0,1.0,1,1,0,2.545810164276002e+20,0.0
0x0018583d7654803d2c59467e10dec5f70bbe1851,832,Very Low Risk,72,3,22.195231481481482,0.0,72.0,0,0,0,260583128623810.78,0.0
0x001875a076b3cfe1c9535d76b0345c16e3d61118,644,Low Risk,2,1,5.458935185185185,0.0,2.0,0,0,0,2259609.878203447,0.0
0x0018d044b946ede86b43bb3b964a45772a5abeb9,945,Excellent,22,3,53.29346064814815,1.0,4.5,1,1,0,6.3270480777277025e+22,0.0
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,838,Very Low Risk,5,3,14.21355324074074,2.0,0.0,1,1,0,2.0383230351219124e+20,0.0
0x0019bd9f6142943f3a03a8a62d0001a95213f555,382,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.2660839226404059e+17,0.0
0x001b024b98ee862aa01eea595c4c16a0213d2611,299,High Risk,2,2,0.0014351851851851852,0.0,1.0,1,0,0,9.012925262868037e+20,0.0
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,868,Very Low Risk,32,3,23.079467592592593,1.1666666666666667,1.6666666666666667,1,1,0,4.671078768495508e+19,0.0
0x001bc97d92e1a30b02d4e75be25f06063555d556,853,Very Low Risk,45,4,9.53417824074074,0.9,1.2,1,1,0,2.1441973893308046e+23,0.0
0x001be549fa377710b9e59d57bbdf593ce1e379ca,660,Low Risk,2,2,20.678125,0.0,2.0,0,0,0,1.586084926828216e+18,0.0
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,650,Low Risk,2,2,9.698611111111111,0.0,2.0,0,0,0,1.812428653548691e+18,0.0
0x001d2a3192a49e28cac0a7abcaa916648c62b982,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.5659901853326881e+18,0.0
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1133785.1305503866,0.0
0x001f96b7e19a54ae45f451b0148336504d03fdcf,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,566640822.6639781,0.0
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,742,Very Low Risk,6,2,68.25821759259259,0.0,5.0,0,0,0,1.5199071840150304e+21,0.0
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,23605.14637371101,0.0
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,367,Medium Risk,1,1,0.0,0.0,0.0,0,0,0,2068000922847.3718,0.0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,643,Low Risk,2,2,6.116898148148148,0.0,2.0,0,0,0,1.157956333789602e+18,0.0
0x00222d56e0509a5e9ab05c588c548290a5e9f876,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.10570237623672e+18,0.0
0x002379916ac42a432f3b53f16782d33267debb4c,382,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.1886507952922616e+18,0.0
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,644,Low Risk,2,1,5.45849537037037,0.0,2.0,0,0,0,2259609.878203447,0.0
0x0023d9ffe7d793895c5da5833d56c737832ead2b,545,Low Risk,2,1,0.0008564814814814815,0.0,2.0,0,0,0,15189578.905507382,0.0
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,5129981.410556754,0.0
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,626,Low Risk,2,1,1.014375,0.0,2.0,0,0,0,3.103305498262095e+18,0.0
0x0024461e7a8ce7157866eaa4c24b702d328250ce,427,Medium Risk,1,1,0.0,0.0,0.0,0,0,0,1015376097.255415,0.0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,2.604409029024456e+16,0.0
0x00246f7813397868b1beec56e1677efa47816dae,753,Very Low Risk,44,1,21.02681712962963,0.2222222222222222,3.3333333333333335,1,1,0,2.5729137317581735e+25,0.0
0x0025a856d01a898bd52286d56c52323b13937b65,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.4220249742181827e+17,0.0
0x00261d225db379b3fc74cd0228d6f90582d39035,282,High Risk,2,1,0.0,0.0,1.0,1,0,0,3.695335605552659e+16,0.0
0x00262ffcfda82b5582d1905ca05b849f196b0419,709,Very Low Risk,10,2,3.7604166666666665,0.3333333333333333,1.3333333333333333,1,1,0,316651819.62846017,0.0
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.6209142428199926e+17,0.0
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,382,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1862989.298047552,0.0
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,382,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,2.0459086640311354e+17,0.0
0x002775390698ef16589bb22bba37ae7906ae2f36,866,Very Low Risk,30,5,20.264166666666668,0.7142857142857143,2.4285714285714284,1,1,0,1.5369928829545746e+20,0.0
0x0027c6cd01364a3c5d29f72269b36dfe85628193,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1886450.9259060726,0.0
0x0027f7335d610f15b325baa5798414548720fcaa,792,Very Low Risk,13,2,1.3520833333333333,1.0,3.0,1,1,0,6.465885047011034e+20,0.0
0x00283b611db7844cb5677b311afd67c8e3078518,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,7201520.673920151,0.0
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,382,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,3.737532010034611e+16,0.0
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,640,Low Risk,2,1,3.714583333333333,0.0,2.0,0,0,0,2.1234909549864328e+18,0.0
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1105875.5718750977,0.0
0x002aea16059a7d4bef638a03b61a9e80ef07e745,898,Very Low Risk,41,6,82.66001157407408,0.5,1.2,1,1,0,5.497117863011503e+21,0.0
0x002bb13a55bf4525f02717708dd4534ecc475193,541,Low Risk,2,1,0.000787037037037037,0.0,2.0,0,0,0,3141551.302857941,0.0
0x002c77a71d54e6da4b28690fe1676752a74a67eb,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1159747.3478486582,0.0
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,791,Very Low Risk,5,2,18.024618055555557,1.0,2.0,1,1,0,3.5475873751569875e+17,0.0
0x002d2715b179d0db3e17cc28317a98f2f65e6884,947,Excellent,253,8,101.88613425925926,0.59375,1.53125,1,1,0,3.495436539742931e+23,0.0
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.058311089277293e+18,0.0
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,987,Excellent,29,4,128.74545138888888,3.2,1.0,1,1,0,7.541229326272731e+21,0.0
0x002de04d579930686698abab5f48bda0b24fb9fc,1000,Excellent,85,7,80.3359375,1.1538461538461537,2.4615384615384617,1,1,0,7.859743557682642e+22,0.0
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,740,Very Low Risk,4,2,0.0015277777777777779,1.0,1.0,1,1,0,2.1362680444691442e+22,0.0
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,700,Low Risk,6,3,71.94774305555555,0.0,1.0,0,0,0,8.534885004098257e+19,0.0
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,382,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,12361.424916557984,0.0
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,940,Excellent,108,6,105.19599537037037,0.46153846153846156,2.3461538461538463,1,1,0,9.187527422387506e+21,0.0
0x0030040e8d836ac3e546c354f9b373e70a14deeb,585,Low Risk,2,2,0.0028472222222222223,0.0,0.0,0,0,0,44888713840.39048,0.0
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,548,Low Risk,58,6,40.67474537037037,0.0,1.5217391304347827,1,0,0,2.121376546654437e+22,0.0
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.815047297099417e+18,0.0
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,651,Low Risk,3,1,33.31018518518518,0.0,1.0,0,0,0,393717960.9070391,0.0
0x003094a91a3b5523bc601b221f80183bd347e9ae,644,Low Risk,2,1,5.458726851851852,0.0,2.0,0,0,0,2259609.878203447,0.0
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,4.768792449483425e+16,0.0
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,1000,Excellent,67,6,73.14305555555555,1.0,3.3636363636363638,1,1,0,2.9762926012430145e+23,0.0
0x0030de8f624d2b2513c6dbbff788bb109b80304d,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.0031586054611735e+18,0.0
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,614,Low Risk,2,2,0.0007638888888888889,0.0,2.0,0,0,0,9008727638327.203,0.0
0x0030ee334630838ea4dee0b4b6ecbc973529031f,797,Very Low Risk,16,3,74.04144675925926,0.14285714285714285,1.1428571428571428,1,1,0,4.764599124340684e+21,0.0
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,382,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.0519093751900908e+18,0.0
0x00326e37cef76788f6b0cf643c94481d60bd3d58,626,Low Risk,2,2,0.13056712962962963,0.0,2.0,0,0,0,2.655482113639552e+19,0.0
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,984,Excellent,523,7,103.78547453703703,0.961038961038961,1.1623376623376624,1,1,0,1.0123237641123642e+25,0.0
0x003325d3054cd7668fb16f19ea11bae6d02a474c,635,Low Risk,5,2,6.745138888888889,0.0,0.0,0,0,0,2015703479007.5947,0.0
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,799,Very Low Risk,162,2,24.534699074074073,0.4666666666666667,1.3111111111111111,1,1,0,1.9122486828765914e+26,0.0
0x0034d2a08772822866b08d2c585e5c8e25723760,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,6.487740221834814e+20,0.0
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,677,Low Risk,5,3,30.831481481481482,0.0,0.0,0,0,0,1.4421785198227433e+23,0.0
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,758,Very Low Risk,26,3,20.906643518518518,0.25,1.75,1,1,0,3.122170632007085e+21,0.0
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.0238696481329508e+19,0.0
0x0036534c48a754163f0f446601f36bcfda840f57,854,Very Low Risk,27,5,12.879537037037037,0.875,0.875,1,1,0,4.459840331740031e+21,0.0
0x00368bb9dba2ee83f3553feae59710b9c3743e09,566,Low Risk,11,4,37.84740740740741,0.0,9.0,1,0,0,3.452941602217796e+21,0.0
0x0036a2f1f6136bb9d7992f7def692126a279e702,382,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.0147174318145308e+18,0.0
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,949,Excellent,43,5,56.22424768518518,1.0,0.6428571428571429,1,1,0,7.879359411046655e+21,0.0
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,907,Excellent,12,3,70.08412037037037,1.0,2.0,1,1,0,3.733958854360614e+21,0.0
0x0037643e4ec2b622270676e9e7aa163b261cfb79,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1838240.3652310027,0.0
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,705,Very Low Risk,9,1,49.79636574074074,0.0,3.0,0,0,0,99402601596.98335,0.0
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,501,Low Risk,28,6,67.51701388888888,0.0,0.5384615384615384,1,0,1,1.5545770111496667e+20,0.03571428571428571
0x0038281701bf3f51fdbb18903c6e18776780a9a1,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1093929.711885596,0.0
0x00389de87cae34a6f89e13cc8225c4984add8b37,882,Very Low Risk,610,8,58.27695601851852,0.76,3.28,1,1,0,5.182769764854272e+24,0.0
0x0039e71541bdc798d062346bce94230bf519bb72,282,High Risk,2,1,0.0,0.0,1.0,1,0,0,3.5519786289146744e+16,0.0
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,648,Low Risk,6,3,2.7740046296296295,0.0,2.0,0,0,0,1.902277903579039e+22,0.0
0x003a85c562730b196f7cba202a2515f2ff855736,1000,Excellent,177,7,102.33961805555556,0.5454545454545454,5.954545454545454,1,1,0,2.599836660477955e+24,0.0
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,766,Very Low Risk,13,3,2.3327662037037036,0.8,0.8,1,1,0,2.427943365151855e+21,0.0
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,643,Low Risk,2,1,5.004212962962963,0.0,2.0,0,0,0,2085925.9470726456,0.0
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,602,Low Risk,43,4,79.35398148148148,0.0,13.0,1,0,0,7.028632390668629e+20,0.0
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,678,Low Risk,4,2,19.450625,0.0,2.0,0,0,0,283874628.53451496,0.0
0x003be39433bde975b12411fbc3025d49d813a84f,0,,4,2,32.38125,0.0,0.0,1,0,1,732131.7130665956,0.75
0x003cb0842811db8d115e28f13048dd83db391dcb,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1622958.931890345,0.0
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,382,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.456005976504559e+18,0.0
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,796,Very Low Risk,6,2,1.8161342592592593,3.0,0.0,1,1,0,6.916857888123284e+21,0.0
0x003e9a119439ef34de3237034cee95675b01d5d4,893,Very Low Risk,31,3,92.03100694444444,0.8888888888888888,0.6666666666666666,1,1,0,5.429912149045649e+22,0.0
0x003ed65a094ef804c934f2427b601e03113882ff,557,Low Risk,2,1,0.00016203703703703703,0.0,2.0,0,0,0,229407503437548.06,0.0
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,873,Very Low Risk,144,4,41.27583333333333,0.32,1.18,1,1,0,1.2660641113869603e+21,0.0
0x003f705c2e62e268891d8aa2724e32f2176dc963,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.5939348187759632e+19,0.0
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,1000,Excellent,39,5,31.904039351851853,1.3333333333333333,6.333333333333333,1,1,0,9.117203585504095e+22,0.0
0x00405f7b768a9a6b81e8060a17f0550501acf6be,512,Low Risk,144,2,56.7734837962963,0.0,2.175,1,0,0,1.6879719934301676e+22,0.0
0x0040932d4c252856709b24dc406244392d3df400,602,Low Risk,2,1,0.000925925925925926,0.0,1.0,0,0,0,19591607.771868378,0.0
0x0040daac32d83c78546ae36da42a496b28ab09e1,756,Very Low Risk,6,2,61.50616898148148,0.0,6.0,0,0,0,2.1117604116621545e+21,0.0
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.213755e+21,0.0
0x0041dac13d9365b4d695fb612950dc71884f8db1,1000,Excellent,154,7,51.28578703703704,1.6176470588235294,1.2647058823529411,1,1,0,9.364361932409032e+21,0.0
0x0043090d0a3338eb89914ea9af5c529e928a044c,602,Low Risk,2,1,0.001736111111111111,0.0,1.0,0,0,0,18450977713.65336,0.0
0x0043260ff376a32f335de2091e8bd455d74ecef9,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1109778.724889663,0.0
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,442,Medium Risk,1,1,0.0,0.0,1.0,0,0,0,1.0990597666209372e+18,0.0
